Nov. 15, 2016   10:11:20
Chronoamperometry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\ca_cn.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: 
Note: 

Init E (V) = 0.4
High E (V) = 0.45
Low E (V) = 0.1
Init P/N = P
Step = 2
Pulse Width (sec) = 2.
Sample Interval (s) = 1e-3
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Forward:
Slp = -4.853e-8
Int = 1.719e-7
Cor = -0.69981

Reverse:
Slp = 3.861e-5
Int = 8.526e-6
Cor = 0.99979

Time/sec	Current/A
7.650e-1	1.199e-7
7.660e-1	1.306e-7
7.670e-1	1.326e-7
7.680e-1	1.182e-7
7.690e-1	1.317e-7
7.700e-1	1.233e-7
7.710e-1	1.207e-7
7.720e-1	1.232e-7
7.730e-1	1.176e-7
7.740e-1	1.260e-7
7.750e-1	1.011e-7
7.760e-1	1.121e-7
7.770e-1	1.442e-7
7.780e-1	1.255e-7
7.790e-1	1.163e-7
7.800e-1	1.176e-7
7.810e-1	1.121e-7
7.820e-1	1.269e-7
7.830e-1	1.319e-7
7.840e-1	1.478e-7
7.850e-1	1.333e-7
7.860e-1	1.213e-7
7.870e-1	1.207e-7
7.880e-1	1.260e-7
7.890e-1	1.214e-7
7.900e-1	1.220e-7
7.910e-1	1.097e-7
7.920e-1	1.051e-7
7.930e-1	1.256e-7
7.940e-1	1.391e-7
7.950e-1	1.092e-7
7.960e-1	1.135e-7
7.970e-1	1.258e-7
7.980e-1	1.238e-7
7.990e-1	1.381e-7
8.000e-1	1.435e-7
8.010e-1	1.315e-7
8.020e-1	1.135e-7
8.030e-1	1.277e-7
8.040e-1	1.271e-7
8.050e-1	1.223e-7
8.060e-1	1.237e-7
8.070e-1	1.130e-7
8.080e-1	1.164e-7
8.090e-1	1.144e-7
8.100e-1	1.395e-7
8.110e-1	1.259e-7
8.120e-1	1.028e-7
8.130e-1	1.279e-7
8.140e-1	1.288e-7
8.150e-1	1.305e-7
8.160e-1	1.296e-7
8.170e-1	1.506e-7
8.180e-1	1.235e-7
8.190e-1	1.121e-7
8.200e-1	1.301e-7
8.210e-1	1.234e-7
8.220e-1	1.217e-7
8.230e-1	1.232e-7
8.240e-1	1.206e-7
8.250e-1	1.075e-7
8.260e-1	1.251e-7
8.270e-1	1.147e-7
8.280e-1	1.197e-7
8.290e-1	1.310e-7
8.300e-1	1.267e-7
8.310e-1	1.229e-7
8.320e-1	1.347e-7
8.330e-1	1.418e-7
8.340e-1	1.367e-7
8.350e-1	1.251e-7
8.360e-1	1.185e-7
8.370e-1	1.363e-7
8.380e-1	1.344e-7
8.390e-1	1.202e-7
8.400e-1	1.124e-7
8.410e-1	1.279e-7
8.420e-1	1.094e-7
8.430e-1	1.212e-7
8.440e-1	1.391e-7
8.450e-1	1.233e-7
8.460e-1	1.365e-7
8.470e-1	1.202e-7
8.480e-1	1.239e-7
8.490e-1	1.319e-7
8.500e-1	1.382e-7
8.510e-1	1.428e-7
8.520e-1	1.182e-7
8.530e-1	1.209e-7
8.540e-1	1.360e-7
8.550e-1	1.233e-7
8.560e-1	1.287e-7
8.570e-1	1.263e-7
8.580e-1	1.146e-7
8.590e-1	1.010e-7
8.600e-1	1.246e-7
8.610e-1	1.317e-7
8.620e-1	1.238e-7
8.630e-1	1.211e-7
8.640e-1	1.286e-7
8.650e-1	1.362e-7
8.660e-1	1.306e-7
8.670e-1	1.286e-7
8.680e-1	1.341e-7
8.690e-1	1.213e-7
8.700e-1	1.378e-7
8.710e-1	1.368e-7
8.720e-1	1.290e-7
8.730e-1	1.252e-7
8.740e-1	1.139e-7
8.750e-1	1.136e-7
