Nov. 15, 2016   11:04:45
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\samplec_0,1.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample C
Note: 

Init E (V) = 0
High E (V) = 1.2
Low E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Segment 1:
Ep = 0.446V
ip = -2.135e-6A
Ah = -7.987e-7C

Ep = 1.036V
ip = -1.218e-5A
Ah = -6.428e-6C

Segment 2:
Ep = 0.422V
ip = 3.483e-6A
Ah = 2.242e-6C

Potential/V	Current/A
0.783	-6.714e-6
0.784	-6.727e-6
0.785	-6.739e-6
0.786	-6.749e-6
0.787	-6.756e-6
0.788	-6.776e-6
0.789	-6.782e-6
0.790	-6.796e-6
0.791	-6.811e-6
0.792	-6.813e-6
0.793	-6.834e-6
0.794	-6.849e-6
0.795	-6.857e-6
0.796	-6.878e-6
0.797	-6.884e-6
0.798	-6.895e-6
0.799	-6.911e-6
0.800	-6.915e-6
0.801	-6.935e-6
0.802	-6.946e-6
0.803	-6.956e-6
0.804	-6.975e-6
0.805	-6.979e-6
0.806	-6.997e-6
0.807	-7.011e-6
0.808	-7.018e-6
0.809	-7.039e-6
0.810	-7.046e-6
0.811	-7.060e-6
0.812	-7.076e-6
0.813	-7.083e-6
0.814	-7.103e-6
0.815	-7.112e-6
0.816	-7.124e-6
0.817	-7.142e-6
0.818	-7.149e-6
0.819	-7.184e-6
0.820	-7.198e-6
0.821	-7.200e-6
0.822	-7.213e-6
0.823	-7.221e-6
0.824	-7.238e-6
0.825	-7.251e-6
0.826	-7.260e-6
0.827	-7.273e-6
0.828	-7.287e-6
0.829	-7.298e-6
0.830	-7.310e-6
0.831	-7.325e-6
0.832	-7.336e-6
0.833	-7.351e-6
0.834	-7.366e-6
0.835	-7.374e-6
0.836	-7.391e-6
0.837	-7.396e-6
0.838	-7.410e-6
0.839	-7.428e-6
0.840	-7.435e-6
0.841	-7.454e-6
0.842	-7.466e-6
0.843	-7.472e-6
0.844	-7.496e-6
0.845	-7.501e-6
0.846	-7.525e-6
0.847	-7.539e-6
0.848	-7.544e-6
0.849	-7.567e-6
0.850	-7.575e-6
0.851	-7.581e-6
0.852	-7.603e-6
0.853	-7.612e-6
0.854	-7.631e-6
0.855	-7.642e-6
0.856	-7.650e-6
0.857	-7.670e-6
0.858	-7.675e-6
0.859	-7.692e-6
0.860	-7.704e-6
0.861	-7.713e-6
0.862	-7.728e-6
0.863	-7.741e-6
0.864	-7.752e-6
0.865	-7.765e-6
0.866	-7.777e-6
0.867	-7.789e-6
0.868	-7.804e-6
0.869	-7.816e-6
0.870	-7.832e-6
0.871	-7.847e-6
0.872	-7.858e-6
0.873	-7.873e-6
0.874	-7.884e-6
0.875	-7.891e-6
0.876	-7.914e-6
0.877	-7.921e-6
0.878	-7.936e-6
0.879	-7.955e-6
0.880	-7.964e-6
0.881	-7.984e-6
0.882	-7.991e-6
0.883	-8.008e-6
0.884	-8.029e-6
0.885	-8.034e-6
0.886	-8.056e-6
0.887	-8.077e-6
0.888	-8.081e-6
